mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_tfidf__max_features,param_tfidf__min_df,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.06408850351969402,0.004212956472912541,0.024457375208536785,0.0009472363713328398,0.1,balanced,30000,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6018849819028231,0.6024227779357129,0.6069522811806413,0.6037533470063924,0.0022726183183911937,31
0.07857052485148112,0.006391286140934664,0.03213008244832357,0.00039571941388482935,0.1,balanced,30000,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6035032714336906,0.6042044485398633,0.6075036082901283,0.6050704427545607,0.0017441584840375785,17
0.04854846000671387,0.002264342604156199,0.026094595591227215,0.0021741068537580767,1.0,,10000,1,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6027939252738539,0.6023811157620256,0.6139396641564886,0.606371568397456,0.005354104841874697,9
0.07613094647725423,0.0035214716859807687,0.03360724449157715,0.0021818695255793738,1.0,,10000,1,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.605184734979561,0.6051125750055277,0.6145411366876987,0.6082794822242625,0.0044277563340113305,1
0.057215372721354164,0.010124485093406568,0.03297019004821777,0.007621847579917954,1.0,,10000,2,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6015734686564302,0.6007486665381402,0.6103376422058753,0.6042199258001485,0.004338964173567789,25
0.07158017158508301,0.0037147246689336953,0.04073015848795573,0.00607805085908691,1.0,,10000,2,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6025259803136699,0.5996458442934804,0.6116174405776753,0.6045964217282752,0.005101948982916348,21
0.06398916244506836,0.018948871546523163,0.03650848070780436,0.004678535457267839,1.0,,30000,1,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6027939252738539,0.6023811157620256,0.6139396641564886,0.606371568397456,0.005354104841874697,9
0.09564121564229329,0.01462062468520688,0.03748234113057455,0.0027704824353720035,1.0,,30000,1,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.605184734979561,0.6051125750055277,0.6145411366876987,0.6082794822242625,0.0044277563340113305,1
0.07748778661092122,0.0056054596487446085,0.03014214833577474,0.005744958522566137,1.0,,30000,2,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6015734686564302,0.6007486665381402,0.6103376422058753,0.6042199258001485,0.004338964173567789,25
0.08920979499816895,0.008494043552456521,0.03926221529642741,0.002344833593079102,1.0,,30000,2,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6025259803136699,0.5996458442934804,0.6116174405776753,0.6045964217282752,0.005101948982916348,21
0.06380558013916016,0.006650824637112286,0.03557999928792318,0.0025695587062354343,1.0,balanced,10000,1,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6027152300568892,0.6015549521347916,0.6138941517356857,0.6060547779757889,0.005563475947322063,13
0.1004494031270345,0.01977939489931678,0.04493308067321777,0.0032760111148700147,1.0,balanced,10000,1,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6051909979207035,0.6044917269270526,0.6149760937152525,0.6082196061876695,0.004786079659695661,3
0.06961290041605632,0.011021470623324819,0.03145496050516764,0.0006166844326061629,1.0,balanced,10000,2,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6013093359212895,0.6005014165139054,0.6101027218062817,0.6039711580804923,0.004348197997237458,27
0.09664408365885417,0.01650478349729701,0.04882454872131348,0.0014113771472739798,1.0,balanced,10000,2,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6022422418497352,0.5992322178762857,0.6120360458372759,0.6045035018544324,0.005466228146250434,23
0.0714863936106364,0.012635178826341924,0.03849236170450846,0.007391521475597842,1.0,balanced,30000,1,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6027152300568892,0.6015549521347916,0.6138941517356857,0.6060547779757889,0.005563475947322063,13
0.12445886929829915,0.0038712525830617694,0.04631821314493815,0.0047080919101135914,1.0,balanced,30000,1,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6051909979207035,0.6044917269270526,0.6149760937152525,0.6082196061876695,0.004786079659695661,3
0.06040422121683756,0.005765492622544749,0.0270388921101888,0.0015009081389304635,1.0,balanced,30000,2,"(1, 1)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6013093359212895,0.6005014165139054,0.6101027218062817,0.6039711580804923,0.004348197997237458,27
0.08739717801411946,0.008042057497297512,0.042722066243489586,0.00445659463074603,1.0,balanced,30000,2,"(1, 2)","{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6022422418497352,0.5992322178762857,0.6120360458372759,0.6045035018544324,0.005466228146250434,23
0.0550837516784668,0.007040280336394617,0.02865123748779297,0.00432139014507055,5.0,,10000,1,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.5950545638324407,0.5895546123021591,0.608404318174881,0.597671164769827,0.007914661636110541,45
0.0921629269917806,0.007719641100593567,0.0427712599436442,0.0043159412675139175,5.0,,10000,1,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.5967864032092399,0.5917692427505095,0.6086839334068799,0.5990798597888763,0.007093266634030924,37
0.07002607981363933,0.007890130772520541,0.026564280192057293,0.0018629915012898968,5.0,,10000,2,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.5969911741544214,0.5926141952011711,0.6080838235229993,0.5992297309595306,0.006510796291860301,35
0.11912226676940918,0.014205338539003897,0.03612375259399414,0.0034999579596209423,5.0,,10000,2,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.5958377037770437,0.5894217290292223,0.6089962521747851,0.598085228327017,0.008147761003126098,43
0.07632740338643391,0.0068824981167970025,0.025423208872477215,0.001439681982019217,5.0,,30000,1,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.5950545638324407,0.5895546123021591,0.608404318174881,0.597671164769827,0.007914661636110541,45
0.08471099535624187,0.007704566040663963,0.040120442708333336,0.005488666490365826,5.0,,30000,1,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.5967864032092399,0.5917692427505095,0.6086839334068799,0.5990798597888763,0.007093266634030924,37
0.06740371386210124,0.00887046784047886,0.026946147282918293,0.003328062336534549,5.0,,30000,2,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.5969911741544214,0.5926141952011711,0.6080838235229993,0.5992297309595306,0.006510796291860301,35
0.11257751782735188,0.003536018316697923,0.04183220863342285,0.0024867686412762342,5.0,,30000,2,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': None, 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.5958377037770437,0.5894217290292223,0.6089962521747851,0.598085228327017,0.008147761003126098,43
0.08131551742553711,0.00712875147186363,0.0318148136138916,0.004909299199269451,5.0,balanced,10000,1,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.594670346008437,0.5893269680067182,0.6087853143681895,0.597594209461115,0.008208473016673056,47
0.1053168773651123,0.013099320433586732,0.0414738655090332,0.005890926393784414,5.0,balanced,10000,1,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.597015136711836,0.5915949696056744,0.6084604592448535,0.5990235218541213,0.007030239130694802,39
0.07891575495402019,0.010636462448630776,0.03642463684082031,0.003476096725506267,5.0,balanced,10000,2,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.596914929653556,0.5929510325139229,0.6079786271491674,0.5992815297722154,0.006359127152973984,33
0.10817726453145345,0.015573072448648024,0.037254015604654946,0.001454259295280927,5.0,balanced,10000,2,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.5958502296593287,0.5895181238624593,0.6090305908874867,0.5981329814697581,0.008127825015410947,41
0.07038426399230957,0.009174208297577672,0.030733187993367512,0.005639390622211002,5.0,balanced,30000,1,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.594670346008437,0.5893269680067182,0.6087853143681895,0.597594209461115,0.008208473016673056,47
0.09573300679524739,0.007265070381263703,0.04451489448547363,0.004530459455153685,5.0,balanced,30000,1,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.597015136711836,0.5915949696056744,0.6084604592448535,0.5990235218541213,0.007030239130694802,39
0.06341489156087239,0.004648170456414181,0.030634959538777668,0.005330225033892287,5.0,balanced,30000,2,"(1, 1)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.596914929653556,0.5929510325139229,0.6079786271491674,0.5992815297722154,0.006359127152973984,33
0.0963889757792155,0.005688463296711567,0.05412475268046061,0.004036357174223617,5.0,balanced,30000,2,"(1, 2)","{'clf__C': 5.0, 'clf__class_weight': 'balanced', 'tfidf__max_features': 30000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.5958502296593287,0.5895181238624593,0.6090305908874867,0.5981329814697581,0.008127825015410947,41
